"disease","menopause_timing_definition","health_outcome","metric_type","metric_value","ci_95","reference","date_published","n_of_included_studies","sample_size","geography","confounder_vars","authors","robis_categorical_risk","robis_quality_score"
"Cardiovascular Disease","50-54 vs <50","Fatal coronary heart disease","RR","0.87","0.80-0.96","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","329310","Europe, North America, Asia","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy, socioeconomic status","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"Cardiovascular Disease","50-54 vs <50","Stroke mortality","RR","1.19","0.93-1.52","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","329310","Europe, North America, Asia","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy, socioeconomic status","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"Cardiovascular Disease",">=50 vs <50","Carotid atherosclerosis","RR","0.74","0.63-0.87","https://doi.org/10.1001/jamacardio.2016.2415","2016-Oct-01","32","329310","Europe, North America, Asia","Age, smoking status, lipid levels, hypertension, body mass index, history of cardiometabolic disease, hormone therapy, socioeconomic status","['Muka, Taulant', 'Oliver-Williams, Clare', 'Kunutsor, Setor', 'Laven, Joop S E', 'Fauser, Bart C J M', 'Chowdhury, Rajiv', 'Kavousi, Maryam', 'Franco, Oscar H']","Low","10"
"Cardiovascular Disease","<40 vs >=40","Ischaemic heart disease (IHD)","HR","1.69","1.29-2.21","https://doi.org/10.1177/2047487314556004","2016-Jan","10","190588","N/A","N/A","['Roeters van Lennep, Jeanine E', 'Heida, Karst Y', 'Bots, Michiel L', 'Hoek, Annemieke']","Low","10"
"Cardiovascular Disease","<40 vs >=40","Total cardiovascular disease (CVD)","HR","1.61","1.22-2.12","https://doi.org/10.1177/2047487314556004","2016-Jan","10","190588","N/A","N/A","['Roeters van Lennep, Jeanine E', 'Heida, Karst Y', 'Bots, Michiel L', 'Hoek, Annemieke']","Low","10"
"Cardiovascular Disease","<40 vs >=40","Stroke","HR","1.03","0.88-1.19","https://doi.org/10.1177/2047487314556004","2016-Jan","10","190588","N/A","N/A","['Roeters van Lennep, Jeanine E', 'Heida, Karst Y', 'Bots, Michiel L', 'Hoek, Annemieke']","Low","10"
"Cardiovascular Disease",">=55 vs 50-54","Hemorrhagic stroke","RR","2.24","1.19-4.21","https://doi.org/10.1001/jamaneurol.2016.3482","2017-Jan-01","78","10187540","N/A","N/A","['Poorthuis, Michiel H F', 'Algra, Annemijn M', 'Algra, Ale', 'Kappelle, L Jaap', 'Klijn, Catharina J M']","Low","10"
"Cardiovascular Disease","primary ovarian insufficiency (before age 40)","Total cholesterol elevated","SMD","0.60","0.32-0.89","https://doi.org/10.3389/fendo.2022.876775","2022","12","1805","Africa, Asia, Europe, Central Asia, Turkey, Nigeria, Poland, China, Italy, Britain, Netherlands, Konya, Diyarbakır, Kwara, Poznan, Ankara, Gaziantep, Hangzhou, Istanbul, Brescia, London, Utrecht, Rotterdam, Izmir","N/A","['Huang, Ling', 'Wang, Hanfeng', 'Shi, Minglu', 'Kong, Weizheng', 'Jiang, Mei']","Low","10"
"Cardiovascular Disease","primary ovarian insufficiency (before age 40)","Triglyceride elevated","SMD","0.36","0.12-0.60","https://doi.org/10.3389/fendo.2022.876775","2022","12","1805","Africa, Asia, Europe, Central Asia, Turkey, Nigeria, Poland, China, Italy, Britain, Netherlands, Konya, Diyarbakır, Kwara, Poznan, Ankara, Gaziantep, Hangzhou, Istanbul, Brescia, London, Utrecht, Rotterdam, Izmir","N/A","['Huang, Ling', 'Wang, Hanfeng', 'Shi, Minglu', 'Kong, Weizheng', 'Jiang, Mei']","Low","10"
"Cardiovascular Disease","primary ovarian insufficiency (before age 40)","Low density lipoprotein elevated","SMD","0.46","0.16-0.76","https://doi.org/10.3389/fendo.2022.876775","2022","12","1805","Africa, Asia, Europe, Central Asia, Turkey, Nigeria, Poland, China, Italy, Britain, Netherlands, Konya, Diyarbakır, Kwara, Poznan, Ankara, Gaziantep, Hangzhou, Istanbul, Brescia, London, Utrecht, Rotterdam, Izmir","N/A","['Huang, Ling', 'Wang, Hanfeng', 'Shi, Minglu', 'Kong, Weizheng', 'Jiang, Mei']","Low","10"
"All Cause Dementia","<=45 vs reference","Dementia or cognitive decline","RR","1.22","1.11-1.34","https://doi.org/10.1186/s12916-023-03159-0","2023-Nov-23","63","13276484","N/A","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy, education, comorbidities (e.g., diabetes, hypertension, cardiovascular disease), alcohol use, physical activity, baseline cognitive status","['Han, Shuang-Ling', 'Liu, De-Chun', 'Tan, Chen-Chen', 'Tan, Lan', 'Xu, Wei']","Low","10"
"All Cause Dementia",">=54 vs reference","Dementia or cognitive decline","RR","0.93","0.91-0.96","https://doi.org/10.1186/s12916-023-03159-0","2023-Nov-23","63","13276484","N/A","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy, education, comorbidities (e.g., diabetes, hypertension, cardiovascular disease), alcohol use, physical activity, baseline cognitive status","['Han, Shuang-Ling', 'Liu, De-Chun', 'Tan, Chen-Chen', 'Tan, Lan', 'Xu, Wei']","Low","10"
"Osteoporosis & Fractures","<40 vs reference","Osteoporosis & Fractures (unadjusted)","OR","1.23","1.19-1.28","https://doi.org/10.1186/s13018-023-04051-6","2023-Aug-05","10","1287021","Australia, Italy, Canada, Finland, China, Netherlands, USA, France, Korea, Brazil","N/A","['Long, Guanghua', 'Liu, Chong', 'Liang, Tuo', 'Zhang, Zide', 'Qin, Zhaojie', 'Zhan, Xinli']","Low","10"
"Osteoporosis & Fractures",">50 vs reference","Osteoporosis & Fractures (unadjusted)","OR","0.96","0.95-0.97","https://doi.org/10.1186/s13018-023-04051-6","2023-Aug-05","10","1287021","Australia, Italy, Canada, Finland, China, Netherlands, USA, France, Korea, Brazil","N/A","['Long, Guanghua', 'Liu, Chong', 'Liang, Tuo', 'Zhang, Zide', 'Qin, Zhaojie', 'Zhan, Xinli']","Low","10"
"Breast Cancer","Later vs. earlier","Luminal A breast cancer (adjusted)","RR","1.07","1.03-1.10","https://doi.org/10.1186/s12885-023-11049-0","2023-Jul-10","56","N/A","USA, UK, Europe, Asia, Africa, North America, South America","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy","['Mao, Xihua', 'Omeogu, Chioma', 'Karanth, Shama', 'Joshi, Ashwini', 'Meernik, Clare', 'Wilson, Lauren', 'Clark, Amy', 'Deveaux, April', 'He, Chunyan', 'Johnson, Tisha', 'Barton, Karen', 'Kaplan, Samantha', 'Akinyemiju, Tomi']","High","5"
"Breast Cancer","Later vs. earlier","Luminal B breast cancer (adjusted)","RR","1.06","1.03-1.08","https://doi.org/10.1186/s12885-023-11049-0","2023-Jul-10","56","N/A","USA, UK, Europe, Asia, Africa, North America, South America","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy","['Mao, Xihua', 'Omeogu, Chioma', 'Karanth, Shama', 'Joshi, Ashwini', 'Meernik, Clare', 'Wilson, Lauren', 'Clark, Amy', 'Deveaux, April', 'He, Chunyan', 'Johnson, Tisha', 'Barton, Karen', 'Kaplan, Samantha', 'Akinyemiju, Tomi']","High","5"
"Breast Cancer","Later vs. earlier","HER2-overexpressing breast cancer (adjusted)","RR","1.13","1.04-1.23","https://doi.org/10.1186/s12885-023-11049-0","2023-Jul-10","56","N/A","USA, UK, Europe, Asia, Africa, North America, South America","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy","['Mao, Xihua', 'Omeogu, Chioma', 'Karanth, Shama', 'Joshi, Ashwini', 'Meernik, Clare', 'Wilson, Lauren', 'Clark, Amy', 'Deveaux, April', 'He, Chunyan', 'Johnson, Tisha', 'Barton, Karen', 'Kaplan, Samantha', 'Akinyemiju, Tomi']","High","5"
"Breast Cancer","Later vs. earlier","TNBC subtype (adjusted)","RR","1.02","0.94-1.11","https://doi.org/10.1186/s12885-023-11049-0","2023-Jul-10","56","N/A","USA, UK, Europe, Asia, Africa, North America, South America","Age, BMI, smoking status, socioeconomic status, hormone replacement therapy","['Mao, Xihua', 'Omeogu, Chioma', 'Karanth, Shama', 'Joshi, Ashwini', 'Meernik, Clare', 'Wilson, Lauren', 'Clark, Amy', 'Deveaux, April', 'He, Chunyan', 'Johnson, Tisha', 'Barton, Karen', 'Kaplan, Samantha', 'Akinyemiju, Tomi']","High","5"
"Breast Cancer","reached menopause vs not reached menopause","Breast Cancer","OR","3.74","2.64-5.29","https://doi.org/10.31557/APJCP.2021.22.7.1987","2021-Jul-01","7","2032","Palestine, West Bank, Gaza Strip","N/A","['Arafat, Heba Mohammed', 'Omar, Julia', 'Muhamad, Rosediani', 'Al-Astani, Tengku Ahmad Damitri', 'Shafii, Noorazliyana', 'Al Laham, Nahed Ali', 'Naser, Ihab', 'Shamallakh, Ohood Mohammed', 'Shamallakh, Kholoud Mohammed', 'Jebril, Majed Abed Al Rahman']","High","6"
"Breast Cancer","per 1-year older at menopause","Breast Cancer (adjusted)","RR","1.029","1.025-1.032","https://doi.org/10.1016/S1470-2045(12)70425-4","2012-Nov","117","425055","35 countries, mostly in Europe or North America","study, centre within study, age at diagnosis, year of birth, parity, age at first birth, current body-mass index, height, smoking, alcohol consumption, ethnic origin, hormonal contraceptive use, family history of breast cancer","","Low","10"
"Breast Cancer","premenopausal vs postmenopausal at age 45-54 years","Breast Cancer (adjusted)","RR","1.43","1.33-1.52","https://doi.org/10.1016/S1470-2045(12)70425-4","2012-Nov","117","425055","35 countries, mostly in Europe or North America","study, centre within study, age at diagnosis, year of birth, parity, age at first birth, current body-mass index, height, smoking, alcohol consumption, ethnic origin, hormonal contraceptive use, family history of breast cancer","","Low","10"
"Breast Cancer","<45 vs 50-54","Breast Cancer (adjusted)","RR","0.75","0.66-0.85","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","N/A","1193604","UK","age, geographical region, socioeconomic status, smoking status, alcohol intake, physical activity, all other indices of reproductive history and HRT use","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","3"
"Breast Cancer","45-49 vs 50-54","Breast Cancer (adjusted)","RR","0.87","0.81-0.94","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","N/A","1193604","UK","age, geographical region, socioeconomic status, smoking status, alcohol intake, physical activity, all other indices of reproductive history and HRT use","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","3"
"Breast Cancer","55+ vs 50-54","Breast Cancer (adjusted)","RR","1.22","1.09-1.37","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","N/A","1193604","UK","age, geographical region, socioeconomic status, smoking status, alcohol intake, physical activity, all other indices of reproductive history and HRT use","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","3"
"Breast Cancer","per 5-year increase in age at menopause","Breast Cancer (adjusted)","RR","1.20","1.13-1.27","https://doi.org/10.1038/sj.bjc.6604853","2009-Feb-10","N/A","1193604","UK","age, geographical region, socioeconomic status, smoking status, alcohol intake, physical activity, all other indices of reproductive history and HRT use","['Reeves, G K', 'Pirie, K', 'Green, J', 'Bull, D', 'Beral, V']","High","3"
"Breast Cancer","postmenopausal vs premenopausal","Breast Cancer (adjusted)","OR","1.162","1.003-1.346","https://doi.org/10.1186/1746-1596-9-108","2014-Jun-03","18","22145","N/A","N/A","['Peng, Qiliu', 'Lu, Yu', 'Lao, Xianjun', 'Chen, Zhiping', 'Li, Ruolin', 'Sui, Jingzhe', 'Qin, Xue', 'Li, Shan']","Unclear","0"
"Breast Cancer","postmenopausal vs premenopausal","Breast Cancer (dominant model, SULT1A1 Arg213His polymorphism)","OR","1.28","1.04-1.58","https://doi.org/10.1186/1756-9966-29-101","2010-Jul-21","16","24612","Asian, Caucasian, African, Others","N/A","['Jiang, Yiwei', 'Zhou, Liheng', 'Yan, Tingting', 'Shen, Zhenzhou', 'Shao, Zhimin', 'Lu, Jinsong']","High","7"
"Breast Cancer","postmenopausal vs premenopausal","Breast Cancer (dominant model, SULT1A1 Arg213His polymorphism)","OR","1.06","0.88-1.27","https://doi.org/10.1186/1756-9966-29-101","2010-Jul-21","16","24612","Asian, Caucasian, African, Others","N/A","['Jiang, Yiwei', 'Zhou, Liheng', 'Yan, Tingting', 'Shen, Zhenzhou', 'Shao, Zhimin', 'Lu, Jinsong']","High","7"
"Breast Cancer","≥13 vs <13","Breast Cancer (adjusted)","OR","0.87","0.62-1.17","https://doi.org/10.1093/mutage/17.2.119","2002-Mar","15","8957","N/A","N/A","['Ye, Zheng', 'Parry, James M']","High","3"
"Endometrial/ Ovarian Cancer","postmenopausal ET use (after age 50) vs non-users","Serous ovarian cancer (adjusted)","OR","1.51","1.19-1.91","https://doi.org/10.1002/ijc.30274","2016-Dec-15","10","5802","USA, Europe","Age, OC use, parity, hysterectomy, endometriosis, tubal ligation, education, genetic ancestry","['Lee, Alice W', 'Bomkamp, Ashley', 'Bandera, Elisa V', 'Jensen, Allan', 'Ramus, Susan J', 'Goodman, Marc T', 'Rossing, Mary Anne', 'Modugno, Francesmary', 'Moysich, Kirsten B', 'Chang-Claude, Jenny', 'Rudolph, Anja', 'Gentry-Maharaj, Aleksandra', 'Terry, Kathryn L', 'Gayther, Simon A', 'Cramer, Daniel W', 'Doherty, Jennifer A', 'Schildkraut, Joellen M', 'Kjaer, Susanne K', 'Ness, Roberta B', 'Menon, Usha', 'Berchuck, Andrew', 'Mukherjee, Bhramar', 'Roman, Lynda', 'Pharoah, Paul D', 'Chenevix-Trench, Georgia', 'Olson, Sara', 'Hogdall, Estrid', 'Wu, Anna H', 'Pike, Malcolm C', 'Stram, Daniel O', 'Pearce, Celeste Leigh']","High","0"
"Endometrial/ Ovarian Cancer","long-term postmenopausal ET use (10+ years) vs non-users","Serous ovarian cancer (adjusted)","OR","1.85","1.28-2.66","https://doi.org/10.1002/ijc.30274","2016-Dec-15","10","5802","USA, Europe","Age, OC use, parity, hysterectomy, endometriosis, tubal ligation, education, genetic ancestry","['Lee, Alice W', 'Bomkamp, Ashley', 'Bandera, Elisa V', 'Jensen, Allan', 'Ramus, Susan J', 'Goodman, Marc T', 'Rossing, Mary Anne', 'Modugno, Francesmary', 'Moysich, Kirsten B', 'Chang-Claude, Jenny', 'Rudolph, Anja', 'Gentry-Maharaj, Aleksandra', 'Terry, Kathryn L', 'Gayther, Simon A', 'Cramer, Daniel W', 'Doherty, Jennifer A', 'Schildkraut, Joellen M', 'Kjaer, Susanne K', 'Ness, Roberta B', 'Menon, Usha', 'Berchuck, Andrew', 'Mukherjee, Bhramar', 'Roman, Lynda', 'Pharoah, Paul D', 'Chenevix-Trench, Georgia', 'Olson, Sara', 'Hogdall, Estrid', 'Wu, Anna H', 'Pike, Malcolm C', 'Stram, Daniel O', 'Pearce, Celeste Leigh']","High","0"
"Endometrial/ Ovarian Cancer","postmenopausal ET use (after age 50) vs non-users","Endometrioid ovarian cancer (adjusted)","OR","0.71","0.43-1.18","https://doi.org/10.1002/ijc.30274","2016-Dec-15","10","5802","USA, Europe","Age, OC use, parity, hysterectomy, endometriosis, tubal ligation, education, genetic ancestry","['Lee, Alice W', 'Bomkamp, Ashley', 'Bandera, Elisa V', 'Jensen, Allan', 'Ramus, Susan J', 'Goodman, Marc T', 'Rossing, Mary Anne', 'Modugno, Francesmary', 'Moysich, Kirsten B', 'Chang-Claude, Jenny', 'Rudolph, Anja', 'Gentry-Maharaj, Aleksandra', 'Terry, Kathryn L', 'Gayther, Simon A', 'Cramer, Daniel W', 'Doherty, Jennifer A', 'Schildkraut, Joellen M', 'Kjaer, Susanne K', 'Ness, Roberta B', 'Menon, Usha', 'Berchuck, Andrew', 'Mukherjee, Bhramar', 'Roman, Lynda', 'Pharoah, Paul D', 'Chenevix-Trench, Georgia', 'Olson, Sara', 'Hogdall, Estrid', 'Wu, Anna H', 'Pike, Malcolm C', 'Stram, Daniel O', 'Pearce, Celeste Leigh']","High","0"
"Endometrial/ Ovarian Cancer","postmenopausal ET use (after age 50) vs non-users","Endometrioid ovarian cancer (adjusted)","OR","0.82","0.46-1.45","https://doi.org/10.1002/ijc.30274","2016-Dec-15","10","5802","USA, Europe","Age, OC use, parity, hysterectomy, endometriosis, tubal ligation, education, genetic ancestry","['Lee, Alice W', 'Bomkamp, Ashley', 'Bandera, Elisa V', 'Jensen, Allan', 'Ramus, Susan J', 'Goodman, Marc T', 'Rossing, Mary Anne', 'Modugno, Francesmary', 'Moysich, Kirsten B', 'Chang-Claude, Jenny', 'Rudolph, Anja', 'Gentry-Maharaj, Aleksandra', 'Terry, Kathryn L', 'Gayther, Simon A', 'Cramer, Daniel W', 'Doherty, Jennifer A', 'Schildkraut, Joellen M', 'Kjaer, Susanne K', 'Ness, Roberta B', 'Menon, Usha', 'Berchuck, Andrew', 'Mukherjee, Bhramar', 'Roman, Lynda', 'Pharoah, Paul D', 'Chenevix-Trench, Georgia', 'Olson, Sara', 'Hogdall, Estrid', 'Wu, Anna H', 'Pike, Malcolm C', 'Stram, Daniel O', 'Pearce, Celeste Leigh']","High","0"
"Endometrial/ Ovarian Cancer","N/A (study comparing extended vs. standard adjuvant tamoxifen)","Endometrial carcinoma","OR","2.06","1.65-2.58","https://doi.org/10.1371/journal.pone.0088238","2014","6","N/A","N/A","N/A","['Al-Mubarak, Mustafa', 'Tibau, Ariadna', 'Templeton, Arnoud J', 'Cescon, David W', 'Ocana, Alberto', 'Seruga, Bostjan', 'Amir, Eitan']","High","4"
